Target,h2h_home_wins,h2h_away_wins,h2h_ties,home_scored,home_conceded,away_scored,away_conceded
home_win,2,0,1,79.0,28.0,43.0,31.0
tie,0,0,0,64.0,30.0,152.0,62.0
home_win,16,13,3,160.0,216.0,103.0,174.0
tie,1,19,1,60.0,78.0,76.0,75.0
home_win,5,1,0,55.0,76.0,12.0,58.0
home_win,0,1,1,104.0,125.0,132.0,102.0
home_win,19,5,3,256.0,89.0,63.0,145.0
home_win,1,0,0,39.0,57.0,65.0,104.0
away_win,0,0,0,31.0,34.0,53.0,57.0
away_win,0,0,0,98.0,211.0,112.0,101.0
away_win,0,2,0,20.0,20.0,48.0,24.0
home_win,0,0,0,97.0,88.0,41.0,45.0
away_win,1,1,0,4.0,21.0,45.0,50.0
home_win,4,0,1,41.0,18.0,33.0,25.0
home_win,1,5,6,116.0,92.0,154.0,97.0
away_win,0,1,0,84.0,42.0,43.0,18.0
home_win,3,3,1,288.0,141.0,177.0,112.0
tie,11,11,15,174.0,68.0,215.0,72.0
away_win,0,10,3,138.0,92.0,146.0,138.0
tie,2,13,6,75.0,101.0,190.0,125.0
tie,1,4,2,88.0,102.0,126.0,107.0
away_win,6,22,10,87.0,97.0,233.0,180.0
tie,2,0,0,167.0,142.0,75.0,80.0
away_win,8,25,18,125.0,83.0,125.0,44.0
away_win,2,1,2,94.0,103.0,33.0,93.0
tie,0,2,0,104.0,100.0,140.0,96.0
tie,0,0,0,68.0,58.0,14.0,14.0
home_win,39,5,13,115.0,75.0,87.0,60.0
away_win,1,0,0,62.0,88.0,134.0,89.0
away_win,0,2,0,8.0,9.0,13.0,4.0
home_win,6,6,6,70.0,114.0,74.0,77.0
home_win,4,4,5,94.0,89.0,98.0,60.0
home_win,2,1,0,125.0,85.0,25.0,45.0
tie,17,4,7,202.0,105.0,118.0,100.0
home_win,0,0,0,121.0,82.0,32.0,26.0
home_win,5,5,4,148.0,100.0,76.0,53.0
away_win,0,0,0,68.0,90.0,176.0,67.0
away_win,0,0,0,64.0,113.0,94.0,71.0
home_win,0,3,0,77.0,52.0,106.0,113.0
home_win,13,12,8,131.0,101.0,199.0,132.0
home_win,1,0,0,44.0,66.0,12.0,116.0
home_win,38,8,16,103.0,132.0,52.0,43.0
away_win,1,0,0,6.0,16.0,11.0,26.0
home_win,1,0,0,151.0,72.0,23.0,21.0
home_win,0,3,2,156.0,125.0,90.0,118.0
away_win,0,3,1,42.0,70.0,216.0,137.0
home_win,4,2,2,125.0,104.0,128.0,126.0
home_win,5,8,5,169.0,109.0,227.0,107.0
home_win,0,1,1,137.0,140.0,183.0,136.0
home_win,0,0,0,38.0,44.0,29.0,21.0
tie,2,4,4,113.0,72.0,118.0,72.0
away_win,0,0,0,55.0,38.0,29.0,39.0
away_win,5,23,2,56.0,87.0,128.0,86.0
home_win,15,2,8,149.0,93.0,125.0,70.0
home_win,0,0,0,115.0,69.0,28.0,28.0
away_win,1,7,3,77.0,87.0,126.0,107.0
home_win,60,44,32,174.0,98.0,105.0,102.0
away_win,10,30,7,58.0,150.0,102.0,90.0
away_win,1,1,1,104.0,63.0,141.0,106.0
home_win,3,0,0,234.0,80.0,133.0,103.0
home_win,3,0,0,187.0,159.0,32.0,60.0
tie,1,0,1,89.0,126.0,27.0,33.0
away_win,0,3,0,10.0,33.0,97.0,92.0
home_win,14,11,5,79.0,47.0,57.0,43.0
away_win,2,9,0,74.0,122.0,122.0,89.0
tie,8,2,4,130.0,133.0,148.0,103.0
tie,8,3,6,194.0,96.0,172.0,93.0
away_win,12,13,17,108.0,85.0,100.0,85.0
tie,0,2,0,182.0,123.0,129.0,69.0
home_win,2,18,8,50.0,73.0,109.0,76.0
home_win,1,0,0,73.0,52.0,246.0,222.0
tie,8,3,5,162.0,95.0,152.0,93.0
away_win,0,1,0,0.0,6.0,7.0,3.0
tie,0,1,3,68.0,84.0,55.0,62.0
home_win,0,0,0,116.0,90.0,47.0,66.0
tie,1,0,0,69.0,63.0,24.0,44.0
home_win,1,2,1,44.0,80.0,154.0,85.0
home_win,16,0,2,148.0,118.0,34.0,96.0
tie,1,8,2,84.0,49.0,147.0,50.0
home_win,2,1,0,45.0,36.0,131.0,64.0
home_win,8,6,3,84.0,83.0,96.0,93.0
home_win,26,6,3,75.0,55.0,18.0,37.0
home_win,1,1,0,119.0,106.0,89.0,96.0
home_win,5,0,1,37.0,77.0,18.0,45.0
tie,18,15,6,107.0,180.0,239.0,188.0
home_win,8,3,5,106.0,77.0,127.0,108.0
away_win,3,3,3,142.0,132.0,90.0,91.0
tie,4,10,6,112.0,94.0,141.0,87.0
tie,9,18,13,85.0,87.0,110.0,101.0
tie,6,6,2,130.0,98.0,135.0,111.0
away_win,1,2,2,100.0,119.0,51.0,66.0
home_win,16,25,10,75.0,77.0,79.0,49.0
away_win,2,1,0,21.0,32.0,26.0,36.0
away_win,4,19,7,88.0,116.0,208.0,94.0
home_win,0,0,0,193.0,124.0,159.0,161.0
tie,1,1,0,117.0,116.0,44.0,49.0
away_win,0,0,0,35.0,23.0,89.0,120.0
tie,1,0,0,61.0,48.0,100.0,71.0
tie,0,1,0,116.0,85.0,120.0,63.0
away_win,0,0,2,87.0,93.0,108.0,81.0
home_win,6,7,2,85.0,85.0,78.0,100.0
tie,12,4,3,114.0,113.0,64.0,83.0
home_win,4,0,0,87.0,105.0,13.0,91.0
away_win,4,16,1,60.0,81.0,42.0,50.0
tie,1,1,1,35.0,54.0,83.0,76.0
home_win,9,0,4,79.0,60.0,46.0,49.0
away_win,5,5,5,90.0,56.0,143.0,76.0
away_win,1,3,1,73.0,96.0,80.0,118.0
home_win,9,4,1,102.0,67.0,73.0,78.0
tie,3,1,1,55.0,57.0,7.0,17.0
home_win,6,3,4,86.0,69.0,62.0,70.0
home_win,2,0,0,9.0,4.0,1.0,8.0
away_win,0,1,0,67.0,116.0,184.0,123.0
home_win,1,0,2,64.0,84.0,27.0,55.0
tie,7,2,4,89.0,114.0,104.0,124.0
home_win,1,4,2,39.0,32.0,83.0,29.0
home_win,4,7,5,82.0,64.0,103.0,105.0
home_win,3,3,0,83.0,28.0,47.0,31.0
away_win,17,6,15,173.0,110.0,169.0,154.0
tie,0,0,0,122.0,79.0,76.0,28.0
home_win,3,0,1,155.0,71.0,112.0,114.0
home_win,0,1,0,97.0,91.0,60.0,67.0
away_win,2,2,0,18.0,26.0,44.0,70.0
home_win,0,1,0,98.0,84.0,40.0,73.0
home_win,1,0,0,109.0,93.0,53.0,76.0
tie,10,16,10,125.0,137.0,98.0,115.0
tie,1,0,0,104.0,118.0,50.0,84.0
home_win,8,5,6,136.0,137.0,143.0,95.0
tie,5,2,3,16.0,20.0,37.0,64.0
away_win,5,8,2,149.0,100.0,250.0,89.0
tie,4,1,7,175.0,69.0,106.0,51.0
home_win,11,1,3,206.0,95.0,231.0,185.0
tie,3,1,1,73.0,57.0,106.0,65.0
home_win,6,3,2,80.0,133.0,46.0,35.0
home_win,3,1,1,167.0,84.0,80.0,76.0
tie,2,0,0,142.0,82.0,107.0,206.0
away_win,0,3,0,25.0,218.0,185.0,89.0
home_win,2,7,5,101.0,131.0,193.0,182.0
home_win,1,0,0,171.0,98.0,22.0,81.0
home_win,17,15,9,160.0,83.0,81.0,85.0
home_win,0,0,0,2.0,7.0,16.0,42.0
tie,5,3,2,121.0,71.0,43.0,47.0
away_win,2,1,0,123.0,74.0,117.0,52.0
home_win,4,11,1,5.0,6.0,26.0,9.0
home_win,4,1,1,59.0,96.0,82.0,115.0
tie,0,1,1,80.0,124.0,78.0,120.0
home_win,24,5,13,93.0,76.0,36.0,71.0
away_win,3,6,3,74.0,94.0,208.0,99.0
home_win,0,0,1,149.0,125.0,117.0,126.0
away_win,0,0,0,1.0,3.0,5.0,6.0
home_win,1,0,0,63.0,42.0,5.0,4.0
home_win,27,28,5,39.0,12.0,31.0,17.0
home_win,1,1,1,12.0,66.0,20.0,51.0
away_win,1,0,0,82.0,90.0,102.0,92.0
tie,0,0,0,119.0,109.0,258.0,102.0
tie,19,10,4,80.0,81.0,155.0,108.0
tie,2,0,1,168.0,97.0,34.0,50.0
tie,1,0,0,320.0,227.0,42.0,34.0
home_win,24,3,5,243.0,87.0,86.0,162.0
tie,3,0,1,61.0,57.0,66.0,144.0
tie,7,4,4,108.0,97.0,111.0,130.0
tie,4,10,1,40.0,74.0,76.0,84.0
away_win,37,62,27,105.0,70.0,148.0,105.0
home_win,8,2,8,122.0,81.0,90.0,91.0
tie,0,1,2,117.0,80.0,266.0,157.0
home_win,1,0,0,187.0,91.0,26.0,107.0
away_win,0,0,0,1.0,2.0,8.0,17.0
home_win,0,2,0,156.0,137.0,147.0,159.0
home_win,1,0,0,156.0,74.0,12.0,29.0
home_win,4,3,1,71.0,57.0,126.0,137.0
away_win,0,4,1,133.0,119.0,130.0,128.0
away_win,0,0,0,34.0,33.0,14.0,12.0
home_win,3,4,0,241.0,123.0,123.0,93.0
away_win,4,12,6,119.0,66.0,160.0,84.0
home_win,0,11,1,54.0,159.0,126.0,100.0
away_win,3,2,2,19.0,118.0,90.0,71.0
home_win,13,10,8,129.0,124.0,135.0,110.0
away_win,0,0,1,51.0,71.0,143.0,66.0
home_win,16,3,2,254.0,128.0,128.0,109.0
home_win,1,0,0,114.0,80.0,173.0,121.0
home_win,0,0,1,119.0,96.0,139.0,107.0
home_win,0,0,0,150.0,83.0,16.0,84.0
home_win,7,25,9,99.0,121.0,216.0,130.0
home_win,9,1,1,155.0,63.0,122.0,94.0
away_win,10,24,8,31.0,26.0,51.0,26.0
tie,2,0,1,194.0,81.0,246.0,125.0
home_win,10,1,3,121.0,68.0,36.0,75.0
away_win,12,9,16,69.0,62.0,124.0,118.0
away_win,3,1,2,142.0,71.0,131.0,81.0
home_win,12,16,5,115.0,89.0,104.0,84.0
home_win,7,8,1,28.0,37.0,85.0,29.0
home_win,5,3,5,132.0,68.0,150.0,107.0
away_win,0,1,1,111.0,50.0,183.0,54.0
home_win,1,5,0,46.0,85.0,89.0,135.0
home_win,25,6,5,214.0,103.0,69.0,146.0
home_win,1,4,0,119.0,93.0,148.0,112.0
home_win,7,0,1,97.0,91.0,24.0,191.0
tie,10,19,5,177.0,133.0,154.0,144.0
tie,6,0,2,110.0,100.0,104.0,97.0
tie,1,5,0,208.0,187.0,86.0,58.0
home_win,0,2,0,0.0,0.0,24.0,22.0
home_win,15,8,7,149.0,140.0,224.0,179.0
away_win,4,13,2,47.0,58.0,71.0,46.0
home_win,6,1,0,197.0,236.0,23.0,100.0
tie,1,0,0,21.0,38.0,21.0,52.0
home_win,2,5,0,10.0,27.0,106.0,187.0
home_win,1,0,1,207.0,81.0,104.0,94.0
home_win,2,0,0,60.0,89.0,5.0,212.0
away_win,3,6,2,5.0,11.0,88.0,65.0
tie,0,0,0,112.0,38.0,75.0,211.0
away_win,1,0,1,134.0,99.0,76.0,75.0
home_win,0,2,2,13.0,69.0,17.0,107.0
home_win,0,0,0,192.0,65.0,19.0,127.0
home_win,17,3,6,70.0,36.0,17.0,15.0
home_win,34,37,23,133.0,51.0,80.0,65.0
home_win,1,0,0,99.0,69.0,42.0,76.0
tie,1,0,0,66.0,44.0,30.0,52.0
home_win,0,0,0,216.0,102.0,225.0,120.0
tie,1,0,0,167.0,96.0,127.0,91.0
home_win,1,2,2,16.0,67.0,90.0,114.0
home_win,19,10,9,277.0,240.0,221.0,248.0
away_win,10,6,4,140.0,76.0,120.0,73.0
home_win,31,11,10,98.0,59.0,86.0,58.0
away_win,5,1,2,103.0,126.0,79.0,87.0
away_win,17,8,10,107.0,78.0,79.0,82.0
home_win,26,7,8,267.0,81.0,149.0,184.0
home_win,1,3,1,67.0,90.0,62.0,83.0
away_win,0,2,0,2.0,11.0,30.0,18.0
home_win,6,1,0,127.0,64.0,94.0,154.0
home_win,2,4,1,80.0,78.0,150.0,73.0
home_win,18,15,6,220.0,118.0,117.0,125.0
away_win,0,0,0,69.0,61.0,107.0,98.0
away_win,0,0,0,96.0,61.0,118.0,77.0
home_win,3,1,1,106.0,92.0,28.0,49.0
tie,20,16,3,151.0,157.0,91.0,173.0
home_win,3,14,3,91.0,141.0,130.0,124.0
home_win,0,0,0,7.0,14.0,2.0,16.0
home_win,3,4,0,24.0,28.0,23.0,30.0
away_win,6,9,5,55.0,74.0,132.0,72.0
home_win,5,4,1,78.0,97.0,164.0,89.0
home_win,2,2,0,20.0,30.0,25.0,24.0
away_win,3,9,3,92.0,113.0,127.0,101.0
tie,0,1,1,2.0,8.0,91.0,91.0
away_win,2,8,2,117.0,127.0,79.0,91.0
away_win,2,4,2,106.0,97.0,82.0,77.0
away_win,1,1,1,162.0,158.0,145.0,90.0
away_win,13,18,10,145.0,78.0,150.0,110.0
home_win,11,1,1,146.0,99.0,53.0,120.0
home_win,0,0,0,168.0,99.0,85.0,46.0
away_win,0,2,1,170.0,84.0,138.0,83.0
home_win,0,0,0,25.0,34.0,0.0,12.0
home_win,0,0,0,31.0,63.0,143.0,104.0
home_win,2,1,4,44.0,38.0,51.0,54.0
tie,1,0,1,9.0,4.0,7.0,26.0
away_win,24,22,4,87.0,100.0,127.0,96.0
home_win,5,8,1,97.0,142.0,45.0,86.0
away_win,3,0,3,148.0,61.0,30.0,57.0
home_win,3,0,0,90.0,81.0,39.0,69.0
home_win,0,4,0,70.0,67.0,98.0,67.0
home_win,5,10,6,27.0,27.0,50.0,35.0
home_win,4,2,2,38.0,85.0,6.0,37.0
home_win,1,0,1,127.0,91.0,57.0,101.0
away_win,4,0,4,125.0,108.0,115.0,86.0
tie,13,3,0,29.0,26.0,26.0,27.0
home_win,3,2,1,71.0,51.0,127.0,76.0
away_win,2,15,6,135.0,149.0,222.0,135.0
home_win,0,0,0,60.0,73.0,6.0,2.0
home_win,6,8,6,132.0,101.0,75.0,78.0
home_win,0,0,0,20.0,70.0,58.0,183.0
away_win,0,1,0,2.0,69.0,117.0,53.0
away_win,28,7,6,86.0,61.0,63.0,82.0
tie,0,2,0,65.0,103.0,81.0,69.0
home_win,23,16,19,88.0,93.0,97.0,117.0
away_win,3,6,3,36.0,56.0,57.0,67.0
tie,0,2,0,32.0,29.0,37.0,49.0
home_win,9,2,4,194.0,99.0,230.0,194.0
home_win,1,2,0,92.0,87.0,134.0,54.0
tie,5,3,1,161.0,120.0,66.0,80.0
home_win,10,1,1,85.0,156.0,5.0,35.0
away_win,0,2,0,5.0,12.0,24.0,17.0
home_win,1,3,0,114.0,103.0,109.0,78.0
away_win,0,5,5,53.0,101.0,148.0,104.0
away_win,1,2,2,125.0,161.0,120.0,105.0
away_win,5,3,5,127.0,50.0,189.0,78.0
home_win,6,7,5,92.0,55.0,205.0,181.0
home_win,5,1,1,146.0,99.0,105.0,79.0
home_win,10,9,4,270.0,106.0,277.0,238.0
tie,0,1,0,233.0,100.0,85.0,102.0
away_win,0,2,0,45.0,28.0,73.0,40.0
tie,5,16,2,50.0,50.0,83.0,50.0
tie,4,3,1,98.0,69.0,163.0,82.0
away_win,2,2,0,49.0,13.0,32.0,14.0
away_win,1,5,3,52.0,54.0,122.0,84.0
tie,30,4,4,95.0,94.0,43.0,32.0
away_win,0,0,1,97.0,79.0,74.0,116.0
away_win,15,1,5,134.0,110.0,139.0,157.0
tie,7,36,13,66.0,46.0,197.0,185.0
tie,10,5,1,146.0,81.0,182.0,198.0
home_win,3,0,1,125.0,98.0,60.0,106.0
tie,4,0,2,105.0,113.0,33.0,94.0
away_win,0,2,0,12.0,56.0,22.0,29.0
home_win,6,6,6,179.0,112.0,115.0,90.0
tie,5,3,1,101.0,52.0,123.0,110.0
tie,0,0,0,65.0,49.0,37.0,49.0
home_win,4,3,4,58.0,70.0,53.0,70.0
home_win,0,0,1,127.0,104.0,15.0,35.0
away_win,0,2,0,21.0,36.0,108.0,51.0
tie,4,1,3,95.0,91.0,41.0,155.0
home_win,0,0,0,48.0,111.0,146.0,111.0
away_win,3,0,2,109.0,86.0,84.0,84.0
away_win,0,2,0,73.0,46.0,83.0,61.0
home_win,18,9,14,123.0,101.0,100.0,93.0
home_win,0,0,0,134.0,80.0,37.0,79.0
away_win,0,7,0,54.0,150.0,91.0,77.0
home_win,1,0,1,99.0,116.0,63.0,167.0
away_win,0,1,0,26.0,81.0,44.0,77.0
tie,2,0,1,131.0,91.0,40.0,144.0
home_win,3,0,1,97.0,83.0,0.0,5.0
home_win,1,0,0,46.0,61.0,6.0,24.0
home_win,0,0,1,166.0,85.0,118.0,83.0
away_win,1,0,1,134.0,109.0,112.0,100.0
home_win,3,5,1,102.0,59.0,50.0,61.0
home_win,2,0,2,48.0,59.0,18.0,72.0
home_win,3,1,3,180.0,113.0,114.0,89.0
home_win,0,0,0,16.0,27.0,40.0,36.0
home_win,0,3,1,28.0,39.0,48.0,20.0
home_win,0,0,0,133.0,78.0,48.0,46.0
home_win,0,2,0,35.0,81.0,25.0,25.0
away_win,0,0,1,71.0,66.0,125.0,36.0
away_win,1,15,4,71.0,56.0,135.0,62.0
away_win,1,5,2,46.0,85.0,118.0,84.0
tie,2,4,3,112.0,46.0,152.0,82.0
home_win,2,0,0,19.0,3.0,5.0,45.0
away_win,3,0,0,16.0,3.0,5.0,7.0
home_win,0,0,0,61.0,59.0,10.0,7.0
tie,44,5,16,132.0,83.0,97.0,85.0
home_win,0,0,0,181.0,79.0,64.0,83.0
away_win,0,1,0,51.0,139.0,187.0,127.0
home_win,0,2,0,117.0,86.0,123.0,99.0
tie,2,2,1,17.0,20.0,66.0,55.0
home_win,0,0,0,7.0,23.0,0.0,14.0
away_win,0,0,0,39.0,103.0,100.0,76.0
tie,0,5,1,47.0,152.0,62.0,100.0
tie,2,3,1,37.0,43.0,59.0,91.0
away_win,0,1,2,125.0,91.0,134.0,60.0
away_win,1,5,0,4.0,27.0,38.0,62.0
home_win,1,1,1,10.0,36.0,61.0,73.0
home_win,1,0,0,132.0,94.0,67.0,117.0
home_win,4,1,1,120.0,78.0,65.0,82.0
away_win,0,0,0,77.0,67.0,51.0,91.0
tie,2,8,6,64.0,101.0,123.0,116.0
home_win,0,0,0,163.0,95.0,70.0,63.0
away_win,0,1,0,69.0,114.0,200.0,171.0
home_win,2,0,0,103.0,69.0,32.0,55.0
away_win,6,1,4,149.0,87.0,142.0,87.0
home_win,0,0,0,5.0,18.0,0.0,10.0
home_win,18,15,22,136.0,68.0,121.0,115.0
tie,3,3,1,125.0,64.0,103.0,93.0
home_win,3,0,1,138.0,78.0,93.0,99.0
tie,3,3,4,149.0,84.0,85.0,38.0
home_win,3,1,4,52.0,33.0,52.0,87.0
home_win,1,0,0,263.0,107.0,58.0,140.0
away_win,0,0,0,97.0,97.0,116.0,96.0
home_win,2,3,2,94.0,80.0,66.0,56.0
home_win,2,0,0,199.0,65.0,115.0,97.0
home_win,0,0,1,182.0,120.0,116.0,98.0
home_win,3,2,2,91.0,69.0,29.0,32.0
home_win,3,2,2,125.0,93.0,147.0,104.0
tie,1,0,0,126.0,94.0,79.0,97.0
tie,2,3,2,15.0,22.0,75.0,54.0
away_win,2,3,1,126.0,122.0,230.0,191.0
home_win,4,0,0,49.0,9.0,12.0,42.0
home_win,0,0,0,240.0,142.0,79.0,67.0
home_win,0,0,0,123.0,94.0,58.0,61.0
home_win,2,2,4,33.0,26.0,54.0,32.0
home_win,0,2,2,95.0,61.0,116.0,114.0
tie,0,0,0,71.0,55.0,1.0,13.0
home_win,6,0,0,52.0,76.0,9.0,39.0
home_win,1,4,3,52.0,97.0,119.0,86.0
tie,5,4,3,124.0,75.0,118.0,81.0
away_win,13,9,6,94.0,94.0,127.0,94.0
home_win,1,0,0,25.0,10.0,9.0,23.0
home_win,0,5,0,20.0,39.0,92.0,38.0
tie,3,6,2,54.0,73.0,74.0,56.0
tie,1,1,0,143.0,141.0,122.0,74.0
away_win,6,5,6,163.0,92.0,180.0,88.0
tie,1,5,2,59.0,82.0,68.0,84.0
home_win,49,18,17,125.0,80.0,72.0,136.0
tie,0,2,0,4.0,18.0,88.0,107.0
home_win,26,0,5,105.0,50.0,86.0,97.0
home_win,0,0,0,33.0,60.0,97.0,92.0
tie,35,33,22,126.0,60.0,109.0,53.0
away_win,0,0,0,17.0,30.0,39.0,27.0
tie,5,2,0,83.0,36.0,125.0,77.0
tie,22,7,5,47.0,92.0,19.0,33.0
home_win,0,4,4,145.0,95.0,164.0,104.0
home_win,0,2,0,113.0,81.0,116.0,80.0
away_win,4,5,2,29.0,33.0,40.0,50.0
home_win,4,21,9,121.0,106.0,146.0,124.0
away_win,0,5,0,146.0,85.0,139.0,71.0
home_win,22,7,10,72.0,54.0,17.0,27.0
tie,1,0,0,119.0,50.0,43.0,78.0
home_win,4,1,0,111.0,92.0,42.0,95.0
away_win,0,0,2,6.0,9.0,55.0,53.0
away_win,18,28,22,97.0,139.0,123.0,133.0
home_win,0,0,0,7.0,12.0,0.0,0.0
home_win,1,3,2,181.0,82.0,140.0,82.0
tie,2,0,2,78.0,84.0,11.0,12.0
home_win,2,0,0,91.0,83.0,5.0,207.0
home_win,0,0,0,95.0,55.0,1.0,1.0
away_win,0,1,0,60.0,68.0,36.0,41.0
tie,1,0,0,40.0,82.0,2.0,5.0
away_win,0,4,0,33.0,68.0,88.0,63.0
home_win,3,0,0,102.0,106.0,85.0,58.0
home_win,4,3,2,174.0,76.0,160.0,90.0
home_win,0,0,0,104.0,126.0,23.0,42.0
tie,2,3,5,121.0,131.0,128.0,47.0
away_win,4,14,2,148.0,192.0,156.0,140.0
tie,3,0,2,87.0,113.0,44.0,94.0
away_win,0,1,0,141.0,112.0,56.0,108.0
tie,0,1,1,79.0,62.0,83.0,70.0
tie,2,0,1,93.0,100.0,136.0,153.0
away_win,2,10,3,179.0,121.0,236.0,117.0
home_win,0,0,0,5.0,128.0,28.0,83.0
home_win,7,17,10,95.0,142.0,90.0,98.0
away_win,4,34,6,59.0,146.0,184.0,112.0
away_win,1,3,1,44.0,70.0,108.0,74.0
away_win,1,0,0,108.0,110.0,46.0,73.0
home_win,5,1,2,179.0,132.0,110.0,148.0
tie,0,3,0,6.0,26.0,58.0,82.0
home_win,11,5,3,144.0,84.0,61.0,72.0
away_win,13,10,5,230.0,173.0,175.0,130.0
away_win,4,3,2,109.0,126.0,117.0,75.0
home_win,0,1,0,13.0,76.0,11.0,88.0
tie,4,1,1,90.0,91.0,81.0,65.0
home_win,15,8,5,62.0,53.0,55.0,54.0
home_win,0,6,2,51.0,152.0,101.0,106.0
away_win,13,40,12,36.0,43.0,86.0,49.0
away_win,3,11,1,37.0,37.0,64.0,53.0
home_win,7,7,7,154.0,98.0,180.0,93.0
home_win,1,0,0,47.0,54.0,116.0,120.0
tie,31,42,33,95.0,108.0,127.0,85.0
away_win,1,0,0,149.0,89.0,153.0,69.0
away_win,4,4,2,74.0,91.0,123.0,98.0
away_win,3,6,0,62.0,110.0,189.0,102.0
away_win,0,8,0,11.0,41.0,145.0,106.0
home_win,0,0,0,34.0,12.0,6.0,10.0
tie,0,4,1,7.0,16.0,28.0,29.0
tie,0,0,0,43.0,104.0,30.0,117.0
home_win,1,1,1,115.0,82.0,23.0,24.0
away_win,3,5,3,38.0,34.0,104.0,100.0
home_win,7,8,6,132.0,79.0,62.0,62.0
away_win,0,12,1,90.0,99.0,139.0,28.0
home_win,0,0,0,90.0,101.0,53.0,82.0
tie,1,9,0,29.0,47.0,96.0,47.0
home_win,3,11,3,76.0,91.0,120.0,109.0
away_win,1,2,2,31.0,78.0,21.0,117.0
tie,0,1,0,71.0,73.0,159.0,101.0
home_win,1,1,1,27.0,19.0,28.0,33.0
home_win,12,8,14,215.0,136.0,155.0,158.0
home_win,1,0,0,130.0,112.0,182.0,122.0
home_win,1,1,0,120.0,86.0,95.0,89.0
home_win,0,0,0,25.0,15.0,11.0,3.0
tie,5,28,10,65.0,57.0,196.0,70.0
tie,0,2,1,22.0,79.0,65.0,57.0
away_win,16,8,7,163.0,140.0,232.0,192.0
away_win,0,4,0,3.0,24.0,21.0,4.0
home_win,20,17,4,202.0,105.0,101.0,84.0
away_win,7,6,3,173.0,151.0,78.0,101.0
home_win,5,0,0,59.0,25.0,31.0,28.0
home_win,0,0,1,93.0,88.0,266.0,175.0
away_win,24,31,16,124.0,134.0,98.0,100.0
home_win,8,7,7,133.0,92.0,121.0,115.0
home_win,1,5,1,70.0,58.0,85.0,73.0
home_win,29,5,8,47.0,13.0,74.0,57.0
home_win,2,0,0,129.0,54.0,36.0,57.0
home_win,0,0,1,92.0,54.0,74.0,112.0
away_win,0,17,2,32.0,45.0,100.0,45.0
home_win,0,1,1,144.0,117.0,98.0,84.0
tie,1,4,1,81.0,89.0,84.0,94.0
tie,0,4,0,76.0,86.0,123.0,92.0
tie,11,1,4,295.0,154.0,185.0,131.0
home_win,4,0,5,143.0,75.0,77.0,65.0
home_win,0,0,1,43.0,42.0,28.0,80.0
away_win,0,4,0,55.0,96.0,226.0,111.0
home_win,0,0,0,118.0,96.0,210.0,114.0
home_win,1,0,0,118.0,95.0,111.0,135.0
away_win,0,5,0,82.0,87.0,89.0,85.0
home_win,4,5,2,217.0,137.0,100.0,100.0
tie,10,4,7,101.0,61.0,111.0,78.0
home_win,1,0,0,26.0,44.0,1.0,8.0
home_win,9,2,2,163.0,111.0,42.0,88.0
tie,1,2,0,44.0,49.0,70.0,51.0
tie,1,0,3,301.0,184.0,105.0,73.0
home_win,0,1,0,112.0,58.0,15.0,34.0
home_win,34,6,8,124.0,57.0,94.0,102.0
tie,2,3,0,175.0,109.0,35.0,30.0
home_win,1,0,0,14.0,9.0,13.0,16.0
away_win,9,3,1,142.0,69.0,59.0,49.0
home_win,5,5,2,15.0,17.0,39.0,52.0
home_win,0,0,0,65.0,71.0,4.0,10.0
home_win,15,3,4,259.0,96.0,251.0,146.0
tie,3,2,4,54.0,51.0,87.0,73.0
away_win,4,0,0,66.0,98.0,47.0,148.0
away_win,1,1,1,8.0,37.0,47.0,64.0
home_win,5,7,5,116.0,75.0,166.0,113.0
home_win,6,0,0,11.0,15.0,1.0,2.0
home_win,0,0,0,148.0,117.0,69.0,89.0
home_win,1,1,2,68.0,73.0,63.0,91.0
away_win,0,0,0,94.0,113.0,120.0,56.0
tie,0,0,0,267.0,114.0,159.0,76.0
home_win,0,0,0,10.0,7.0,0.0,0.0
tie,13,5,5,128.0,127.0,112.0,94.0
home_win,0,0,0,29.0,134.0,63.0,149.0
home_win,2,4,2,61.0,56.0,64.0,37.0
home_win,12,3,2,82.0,118.0,16.0,105.0
home_win,21,17,13,93.0,136.0,145.0,100.0
home_win,9,1,0,99.0,84.0,16.0,145.0
home_win,0,0,0,33.0,59.0,80.0,97.0
tie,2,4,0,63.0,51.0,95.0,47.0
home_win,0,0,0,10.0,10.0,56.0,21.0
away_win,4,3,1,56.0,38.0,39.0,22.0
tie,9,17,12,90.0,101.0,136.0,128.0
away_win,6,0,0,141.0,81.0,89.0,66.0
away_win,2,8,6,62.0,107.0,48.0,52.0
home_win,1,0,0,17.0,57.0,16.0,51.0
home_win,2,2,3,37.0,34.0,17.0,26.0
home_win,3,0,0,110.0,95.0,84.0,95.0
home_win,7,0,1,196.0,128.0,90.0,120.0
away_win,1,9,3,133.0,95.0,229.0,102.0
away_win,12,10,11,145.0,87.0,142.0,94.0
home_win,16,5,12,256.0,172.0,196.0,135.0
away_win,0,0,0,38.0,86.0,63.0,63.0
away_win,5,9,4,57.0,46.0,131.0,94.0
away_win,12,11,2,98.0,93.0,213.0,128.0
away_win,8,5,2,224.0,87.0,163.0,72.0
home_win,3,0,1,198.0,185.0,94.0,137.0
away_win,0,0,0,118.0,153.0,60.0,146.0
tie,0,0,0,143.0,81.0,54.0,86.0
away_win,9,9,6,40.0,32.0,43.0,39.0
home_win,2,3,1,43.0,112.0,79.0,97.0
